PlantVarietyID,PlantID,PlantVarietyName,PlantVarietyDescription,SoilTextureID,PHRangeID,IngredientNutrientID,OrganicMatterID,SalinityLevelID,ZoneID,HumidityID,WaterRequirementMin,WaterRequirementMax,SoilTexture_SoilTexture,SoilTexture_Description,PHRange_PHRange,PHRange_SoilType,PHRange_Description,OrganicMatter_OrganicMatterContent,OrganicMatter_Description,OrganicMatter_ImportanceToSoilAndPlants,SalinityLevel_SalinityLevel,SalinityLevel_Classification,SalinityLevel_Description,SalinityLevel_ImpactonPlants,Zone_Zone,Zone_TemperatureStartRange,Zone_TemperatureEndRange,Humidity_HumidityLevelLow,Humidity_HumidityLevelHigh,Humidity_Classification,Humidity_Description,Humidity_ImpactonPlants
2748,79,Merced Rye,"Winter rye variety suited for temperate climates, grown for high grain production and milling.",3,5,nan,3,1,15,3,ID: 5,ID: 200,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2749,79,Puma Rye,"Hybrid rye prized for high yields and disease resistance, commonly used for bread making.",3,5,nan,3,1,19,3,ID: 57,ID: 15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2750,79,Sangaste Rye,"Ancient Estonian variety known for winter hardiness and high-quality grain, one of the oldest cultivated varieties.",3,4,nan,3,1,11,2,30,ID: 25,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,30,50,Low,"Somewhat dry, common in transitional climates.",Moderate stress for moisture-sensitive plants; may require supplemental irrigation.
2751,79,Ontario Winter Rye,A Canadian rye known for extreme cold tolerance and used in bread making and distilling.,3,5,nan,3,1,9,3,ID: 15,ID: 1,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2752,79,Hybrid Rye,"A group of rye varieties bred for high yield, improved disease resistance, and better grain quality.",3,5,nan,3,1,19,3,ID: 10,ID: 5,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2753,79,Hazlet Rye,"A winter-hardy Canadian rye variety that performs well in diverse soils, used for grain, forage, and cover cropping.",3,5,nan,3,1,11,3,ID: 10,ID: 12345,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2754,79,Merlin Rye,A high-yielding hybrid rye used in bread making and other grain-based products.,3,5,nan,3,1,19,3,ID: 50,ID: 400,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2755,79,Soviet Rye,"A Russian rye variety bred for high yields in harsh climates, grown for both grain and forage.",3,5,nan,3,1,11,2,ID: 15,ID: 45,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,30,50,Low,"Somewhat dry, common in transitional climates.",Moderate stress for moisture-sensitive plants; may require supplemental irrigation.
2756,79,Reins Rye,"German-bred rye, known for disease resistance and high grain yields, used for both forage and grain.",3,5,nan,3,1,11,3,ID: 162,ID: 10,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2757,79,Quattro Rye,"A modern hybrid known for high biomass production, used for both grain and forage, commonly grown in Europe.",3,5,nan,4,1,19,3,ID: 1234,ID: 12345,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2758,79,Petkus Rye,"An ancient variety originating in Eastern Europe, known for disease resistance and high-quality grain.",3,5,nan,3,1,11,3,ID: 8,8,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2759,79,Caribou Rye,"A high-yielding variety performing well in both cold and temperate climates, used for grain and forage.",3,5,nan,3,1,9,3,10,ID: 12345,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2760,79,Saracen Rye,"A hybrid rye known for high yield, disease resistance, and is popular for making rye flour and spirits.",3,5,nan,3,1,19,3,ID: 42,ID: 12345,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2761,79,Almota Rye,"Winter rye variety commonly grown in the Pacific Northwest, known for high biomass production and use as a cover crop.",3,5,nan,4,1,11,3,ID: 12,ID: 20,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2762,79,Slavic Rye,"Common in Eastern Europe, prized for growing in poor soils and cold climates, mainly grown for grain.",3,4,nan,2,1,11,2,45,ID: 120,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Low (1% - 2%),"Soils with some organic matter, but still insufficient for optimal plant growth.","Limited nutrient cycling and water retention, poor microbial activity, and weaker soil structure.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,30,50,Low,"Somewhat dry, common in transitional climates.",Moderate stress for moisture-sensitive plants; may require supplemental irrigation.
2763,79,Kustro Rye,"Dutch hybrid variety bred for disease resistance and high grain yield, often used in brewing and bread making.",3,5,nan,3,1,11,3,45,ID: 23,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2764,79,Bonel Rye,"A Swiss rye variety known for its excellent cold tolerance and grain quality, often used in baking.",3,5,nan,3,1,13,3,ID: 25,ID: 20,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2765,79,Rapid Rye,"A fast-growing hybrid variety used for early spring planting, known for its quick maturation and moderate yields.",2,4,nan,3,1,25,3,ID: 5,ID: 15,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2766,79,Carsten Rye,"A German variety popular in Northern Europe, bred for high yields and robust growth in colder climates.",3,4,nan,3,1,11,3,ID: 5,ID: 30,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2767,79,Gaspard Rye,"A French rye variety favored for its fine grain and quality in baking, also suitable for pasture use.",3,5,nan,3,1,19,3,ID: 200,ID: 50,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2768,79,Alpine Rye,"Rye bred for high altitude and cooler conditions, often grown in mountainous regions.",3,4,nan,4,1,9,2,ID: 15,ID: 5,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",High (4% - 6%),"Rich organic content, typical of fertile, healthy soils with good plant growth.","Excellent nutrient availability, high microbial activity, improved soil aeration, and moisture retention.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,30,50,Low,"Somewhat dry, common in transitional climates.",Moderate stress for moisture-sensitive plants; may require supplemental irrigation.
2769,79,Triticale Rye,"A rye-wheat hybrid, developed for improved yield and disease resistance, widely used in animal feed and grain production.",3,5,nan,3,2,19,3,ID: 7,ID: 200-400 liters per day.,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",2 - 4,Slightly Saline,"Mild salinity, some sensitive crops may start showing signs of stress.",Sensitive plants like beans and carrots may experience reduced growth; tolerant plants generally unaffected.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2770,79,Northland Rye,"A variety known for its cold hardiness and adaptability to northern climates, commonly used for grain.",3,5,nan,3,1,9,3,ID: 10,ID: 20,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2771,79,Red Rye,"A historic variety with reddish grains, popular in Eastern Europe for both bread making and distilling.",3,5,nan,3,1,11,3,ID: 200,10,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2772,80,Common Buckwheat,"The most widely cultivated variety, known for its quick growing season and use as a grain for food and cover crop.",3,5,nan,3,1,25,3,15,"Common Buckwheat typically requires around 5 to 10 liters of water per day per square meter during the growing season. Since you're asking for a specific ID number and not a direct answer to the water requirement, here is the ID: **1**.",Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2773,80,Tartary Buckwheat,"A hardy species grown in colder climates, often used for medicinal purposes and as a health food due to its high rutin content.",3,3,nan,3,1,9,2,ID: 5,10,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",5.6 - 6.0,Moderately Acidic,"Many nutrients remain available, good for certain crops.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,30,50,Low,"Somewhat dry, common in transitional climates.",Moderate stress for moisture-sensitive plants; may require supplemental irrigation.
2774,80,Silverhull Buckwheat,"A high-yielding buckwheat variety with shiny, silver-gray seeds, often used for flour production.",3,5,nan,3,1,11,3,15,10,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2775,80,Japanese Buckwheat,A variety that produces larger seeds and is preferred for making soba noodles in Japan.,3,3,nan,3,1,11,3,10,15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",5.6 - 6.0,Moderately Acidic,"Many nutrients remain available, good for certain crops.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2776,80,Mancan Buckwheat,"An early maturing variety commonly grown in North America, known for high yields and strong adaptability.",3,5,nan,3,1,17,3,ID: 3,ID: 10,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2777,80,Mancan VNS Buckwheat,"A variation of Mancan buckwheat, improved for even higher yields and better disease resistance.",3,3,nan,3,1,11,3,ID: 5,ID: 2,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",5.6 - 6.0,Moderately Acidic,"Many nutrients remain available, good for certain crops.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2778,80,Koto Buckwheat,"A buckwheat variety developed in Japan, known for its larger seeds and suitability for soba noodle production.",3,4,nan,3,1,11,3,5,150,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2779,80,Hokkaido Buckwheat,"A cold-tolerant variety developed in Japan, well-known for its use in premium soba noodles.",3,3,nan,3,1,11,3,10,15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",5.6 - 6.0,Moderately Acidic,"Many nutrients remain available, good for certain crops.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2780,80,Vladimir Buckwheat,"A variety popular in Eastern Europe, particularly in Russia, grown for its cold-hardiness and productivity.",3,5,nan,3,1,11,3,ID: 2,ID: 5,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2781,80,Kashmir Buckwheat,"A smaller-seed buckwheat variety grown in the Himalayan region, known for its adaptability to high altitudes.",3,3,nan,3,1,9,2,ID: 15,ID: 23,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",5.6 - 6.0,Moderately Acidic,"Many nutrients remain available, good for certain crops.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,30,50,Low,"Somewhat dry, common in transitional climates.",Moderate stress for moisture-sensitive plants; may require supplemental irrigation.
2782,80,Bogatyr Buckwheat,"A Russian variety known for large seeds and good yield, often used for flour and groats.",3,5,nan,3,1,11,3,15,30,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2783,80,Red-Flowered Buckwheat,"A variety with red flowers that attract pollinators, often grown as an ornamental or cover crop.",3,4,nan,3,1,11,3,ID: 2,50,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2784,80,Perennial Buckwheat,"A type of buckwheat that persists through multiple growing seasons, primarily used for cover cropping and soil health.",3,5,nan,3,1,11,3,10,15,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.6 - 7.3,Neutral,"Optimal for a wide range of plants, nutrient availability is high.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,50,70,Moderate,Comfortable for most plants; typical for temperate regions.,Generally ideal for most crops and plants; supports healthy growth and development.
2785,80,Fagopyrum Tataricum,"The scientific name for Tartary buckwheat, this variety is known for its exceptional resistance to frost and poor soils.",2,3,nan,2,1,9,2,ID: 1,ID: 20,Sandy Loam,"Mostly sand with some silt and clay; better structure than sandy soil, good drainage, moderately fertile.",5.6 - 6.0,Moderately Acidic,"Many nutrients remain available, good for certain crops.",Low (1% - 2%),"Soils with some organic matter, but still insufficient for optimal plant growth.","Limited nutrient cycling and water retention, poor microbial activity, and weaker soil structure.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,30,50,Low,"Somewhat dry, common in transitional climates.",Moderate stress for moisture-sensitive plants; may require supplemental irrigation.
2786,80,Green Buckwheat,"A variety harvested when seeds are still green, often used for sprouts or green food products.",3,4,nan,3,1,19,4,30,3,Loamy Soil,"Balanced mix of sand, silt, and clay, well-draining but retains moisture, highly fertile.",6.1 - 6.5,Slightly Acidic,"Ideal for most plants, especially in loamy soils.",Moderate (2% - 4%),"Adequate organic matter levels, common in well-managed agricultural soils.","Improved water retention, better soil structure, increased microbial activity, and moderate nutrient availability.",< 2,Non-Saline,"Very low salinity, ideal for most crops.",No adverse effects on plant growth. Suitable for a wide variety of crops.,,,,70,90,High,"Humid conditions, often found in tropical climates.","Can lead to excessive moisture, promoting diseases like mildew and root rot; may benefit certain moisture-loving plants."
